name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,total_points,was_home
Gabriel Magalhães,DEF,Arsenal,0,0,0,0.0,2021-08-13,0,Brentford,0,0,False
Gabriel Magalhães,DEF,Arsenal,3,1,0,8.4,2021-10-30,90,Leeds United,0,15,False
Gabriel Magalhães,DEF,Arsenal,0,1,0,5.5,2021-11-07,90,Watford,0,5,True
Gabriel Magalhães,DEF,Arsenal,0,0,4,2.6,2021-11-20,90,Liverpool,0,0,False
Gabriel Magalhães,DEF,Arsenal,2,1,0,4.5,2021-11-27,90,Newcastle United,0,8,True
Gabriel Magalhães,DEF,Arsenal,0,0,3,3.5,2021-12-02,90,Manchester United,0,1,False
Gabriel Magalhães,DEF,Arsenal,0,0,2,3.4,2021-12-06,90,Everton,0,1,False
Gabriel Magalhães,DEF,Arsenal,0,1,0,8.0,2021-12-11,68,Southampton,0,11,True
Gabriel Magalhães,DEF,Arsenal,0,1,0,1.5,2021-12-15,90,West Ham,0,6,True
Gabriel Magalhães,DEF,Arsenal,0,0,1,2.5,2021-12-18,90,Leicester City,0,2,False
Gabriel Magalhães,DEF,Arsenal,0,1,0,1.8,2021-12-26,90,Norwich,0,6,False
Gabriel Magalhães,DEF,Arsenal,0,0,0,0.0,2021-08-22,0,Chelsea,0,0,True
Gabriel Magalhães,DEF,Arsenal,0,0,2,0.2,2022-01-01,58,Manchester City,0,-3,True
Gabriel Magalhães,DEF,Arsenal,0,1,0,4.7,2022-01-23,90,Burnley,0,6,True
Gabriel Magalhães,DEF,Arsenal,3,1,0,12.7,2022-02-10,90,Wolverhampton,0,14,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,2.0,2022-02-19,90,Brentford,0,1,True
Gabriel Magalhães,DEF,Arsenal,0,0,1,2.7,2022-02-24,90,Wolverhampton,0,2,True
Gabriel Magalhães,DEF,Arsenal,0,0,2,2.1,2022-03-06,90,Watford,0,1,False
Gabriel Magalhães,DEF,Arsenal,0,1,0,1.4,2022-03-13,90,Leeds United,0,6,True
Gabriel Magalhães,DEF,Arsenal,0,0,2,2.1,2022-03-16,90,Liverpool,0,1,True
Gabriel Magalhães,DEF,Arsenal,0,0,0,0.0,2021-08-28,0,Manchester City,0,0,False
Gabriel Magalhães,DEF,Arsenal,2,1,0,2.3,2022-03-19,90,Aston Villa,0,8,False
Gabriel Magalhães,DEF,Arsenal,0,0,3,7.6,2022-04-04,90,Crystal Palace,0,1,False
Gabriel Magalhães,DEF,Arsenal,0,0,2,5.1,2022-04-09,90,Brighton,0,1,True
Gabriel Magalhães,DEF,Arsenal,0,0,1,5.5,2022-04-16,90,Southampton,0,2,False
Gabriel Magalhães,DEF,Arsenal,0,0,2,2.6,2022-04-20,90,Chelsea,0,0,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,2.3,2022-04-23,90,Manchester United,0,2,True
Gabriel Magalhães,DEF,Arsenal,3,0,1,8.8,2022-05-01,90,West Ham,0,11,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,3.8,2022-05-08,90,Leicester City,0,1,True
Gabriel Magalhães,DEF,Arsenal,0,0,3,2.7,2022-05-12,75,Tottenham,0,1,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,0.9,2022-05-16,72,Newcastle United,0,2,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,0.0,2022-05-22,90,Everton,0,8,True
Gabriel Magalhães,DEF,Arsenal,2,1,0,3.1,2021-09-11,90,Norwich,0,8,True
Gabriel Magalhães,DEF,Arsenal,1,1,0,3.1,2021-09-18,90,Burnley,0,7,False
Gabriel Magalhães,DEF,Arsenal,0,0,1,3.4,2021-09-26,90,Tottenham,0,2,True
Gabriel Magalhães,DEF,Arsenal,0,1,0,2.3,2021-10-02,90,Brighton,0,6,False
Gabriel Magalhães,DEF,Arsenal,0,0,2,2.2,2021-10-18,90,Crystal Palace,0,1,True
Gabriel Magalhães,DEF,Arsenal,0,0,1,3.1,2021-10-22,90,Aston Villa,0,2,True
